channel,date,tokens,original,views
nevacomputer,2025-06-11 13:56:52+00:00,"['LENOVOX1YOGAProcessor11thGenIntelCorei71165G7ori71185G74cores8threads', ',', '2', '.', '84', '.', '7GHzTurbo', ',', '12MBcacheMemory16GBLPDDR4x', ',', 'solderednonupgradeableStorage512GBNVMePCIeSSDDisplay14FHD19201200IPS', ',', '400nits', ',', '10pointmultitouchGraphicsIntelIrisXeintegratedConvertibleDesign360hingeuseaslaptop', ',', 'tablet', ',', 'tent', ',', 'orstandPenIncludedSlimintegratedstylusinchassisidealfornotetakingordrawingPorts2Thunderbolt4USB4', ',', '2USBA3', '.', '2oneAlwaysOn', ',', 'HDMI2', '.', '0', ',', 'audiojack', ',', 'KensingtonNanosecurityslotSecurityTPM2', '.', '0', ',', 'fingerprintreaderintegratedpowerbutton', ',', 'optionalIRcameraprivacyshutterBuildCarbonfiberreinforcedchassis', ',', 'MILSTD810Hdurability', ',', '14', '.', '99mmthick', ',', 'dimensions314223mm', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333']","**LENOVO X1 YOGA
Processor**: 11th‑Gen Intel Core i7‑1165G7 or i7‑1185G7 (4 cores/8 threads, 2.8–4.7 GHz Turbo, 12 MB cache)  
 • **Memory**: 16 GB LPDDR4x, soldered (non-upgradeable)  
 • **Storage**: 512 GB NVMe PCIe SSD  
 • **Display**: 14″ FHD+ (1920×1200) IPS, 400 nits, 10‑point multi-touch  
 • **Graphics**: Intel Iris Xe integrated  
 • **Convertible Design**: 360° hinge — use as laptop, tablet, tent, or stand  
 • **Pen Included**: Slim integrated stylus in chassis — ideal for note-taking or drawing  
 • **Ports**: 2× Thunderbolt 4 (USB4), 2× USB-A 3.2 (one Always-On), HDMI 2.0, audio jack, Kensington Nano security slot  
 • **Security**: TPM 2.0, fingerprint reader (integrated power button), optional IR camera + privacy shutter  
 • **Build**: Carbon-fiber reinforced chassis, MIL‑STD‑810H durability, ~14.99 mm thick, dimensions ~314 × 223 mm
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1657
nevacomputer,2025-06-09 21:37:09+00:00,"['AcerNitro5PowerMeetsPerformanceDisplay15', '.', '6FullHD19201080IPSPanel144HzsmoothgameplaycrispvisualsProcessorIntelCorei5thGenerationStrongperformanceforgaming', ',', 'multitasking', ',', 'andcreativeworkGraphicsCardNVIDIAGeForceRTX3050Ti4GBGDDR6PlaymoderngameslikeGTAV', ',', 'FIFA', ',', 'COD', ',', 'Valorant', ',', 'andmoreRealtimeRayTracingDLSSforstunninggraphicsMemoryRAM16GBDDR4Upgradeableto32GBNolagwhileswitchingappsorworkingonheavytasksStorage512GBSSDsuperfastbootupgameloadtimeOptiontoaddextraHDDorSSDCoolingSystemDualfanwithAcerCoolBoostTechnologyKeepsyourlaptopcoolduringlonggamingsessionsKeyboardBuildRedbacklitKeyboardstylisheasytogameinlowlightBold', ',', 'aggressivegamingdesignPortsConnectivityWiFi6Bluetooth5', '.', '0USBC', ',', 'HDMI', ',', 'RJ45LAN', ',', 'USB3', '.', '2portsBatteryLifeUpto5hoursdependingonuseFastchargingwitha135W180WpoweradapterAudioDTSXUltra3DSpatialAudioImmersivesoundforgamingandentertainmentWeightAround2', '.', '3kgtoughyetportableforgamersWhyChooseThisLaptop', '?', 'TheAcerNitro5isnotjustalaptopitsapowerful', ',', 'futurereadymachinebuiltforgamers', ',', 'creators', ',', 'students', ',', 'andprofessionalsalike', '.', 'WithitsRTX3050Tigraphics', ',', 'lightningfastSSD', ',', 'andapremiumdisplay', ',', 'itdeliversaperformancethatpuncheswayaboveitsprice', '.', 'Whetheryoureeditingvideos', ',', 'playingAAAgames', ',', 'orworkingondemandingsoftwarethislaptopcanhandleitall', '.', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333']","**🔥 Acer Nitro 5 – Power Meets Performance**

💻 **Display**
🖥️ 15.6” Full HD (1920×1080)
IPS Panel | 🎯 144Hz (smooth gameplay & crisp visuals)

⚙️ **Processor**
🧠 Intel Core i5 🔟th Generation
⚡ Strong performance for gaming, multitasking, and creative work

🎮 **Graphics Card**
🎨 NVIDIA GeForce RTX 3050 Ti
🕹️ 4GB GDDR6 – Play modern games like GTA V, FIFA, COD, Valorant, and more
✨ Real-time Ray Tracing & DLSS for stunning graphics

🧠 **Memory (RAM)**
💾 16GB DDR4 (Upgradeable to 32GB)
🚀 No lag while switching apps or working on heavy tasks

💽 **Storage**
🚀 512GB SSD – super-fast boot-up & game load time
➕ Option to add extra HDD or SSD

🧊 **Cooling System**
❄️ Dual-fan with Acer CoolBoost Technology
🌪️ Keeps your laptop cool during long gaming sessions

⌨️ **Keyboard & Build**
🔴 Red-backlit Keyboard – stylish & easy to game in low light
🟥 Bold, aggressive gaming design

🔌 **Ports & Connectivity**
📶 Wi-Fi 6 + Bluetooth 5.0
🔌 USB-C, HDMI, RJ-45 LAN, USB 3.2 ports

🔋 **Battery Life**
🔋 Up to 5 hours depending on use
⚡ Fast-charging with a 135W–180W power adapter

🔊 **Audio**
🔉 DTS:X Ultra | 3D Spatial Audio
🎧 Immersive sound for gaming and entertainment

⚖️ **Weight**
🧳 Around 2.3kg – tough yet portable for gamers

💡 **Why Choose This Laptop?**
The Acer Nitro 5 is not just a laptop – it’s a powerful, future-ready machine built for gamers, creators, students, and professionals alike. With its **RTX 3050 Ti graphics**, lightning-fast SSD, and a premium display, it delivers a performance that punches way above its price. Whether you’re editing videos, playing AAA games, or working on demanding software — this laptop can handle it all.
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1599
nevacomputer,2025-06-04 08:36:54+00:00,"['LenovoThinkPadX1ExtremeGen2PowerMeetsPortabilityKeySpecificationsProcessorIntelCorei79750H6cores', ',', '12threads', ',', 'upto4', '.', '5GHzGraphicsNVIDIAGeForceGTX1650MaxQwith4GBGDDR5Memory32GBDDR4RAMexpandableupto64GBStorage1TBPCIeNVMeSSDsupportsdualM', '.', '2drivesDisplay15', '.', '6FullHD1920x1080IPS', ',', 'antiglare', ',', '300nitsBattery4cell', ',', '80WhLiion', ',', 'upto6hoursofusageWeightApproximately1', '.', '7kg3', '.', '75lbsFeatures2in1ConvertibleDesignFlexible360degreehingeforlaptop', ',', 'tablet', ',', 'tent', ',', 'orstandmodesConnectivityWiFi6802', '.', '11ax', ',', 'Bluetooth5', '.', '0Ports2xUSBA3', '.', '1Gen1', ',', '2xThunderbolt3USBC', ',', 'HDMI2', '.', '0', ',', 'SDcardreaderSecurityFingerprintreader', ',', 'IRcamerawithThinkShutterprivacycoverAudioDolbyAtmosspeakersystemforimmersivesoundIdealUseCasesProfessionalsRobustperformanceformultitaskinganddemandingapplicationsCreativesPowerfulGPUandhighqualitydisplayfordesignandeditingtasksGamersCapableofhandlingmoderngamesatmediumtohighsettingsStudentsLightweightanddurableforonthegolearningandprojects', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333']","**💼 Lenovo ThinkPad X1 Extreme Gen 2 – Power Meets Portability**

**🔧 Key Specifications:**
 • 🧠 **Processor:** Intel® Core™ i7-9750H (6 cores, 12 threads, up to 4.5 GHz)
 • 🎮 **Graphics:** NVIDIA® GeForce® GTX 1650 Max-Q with 4GB GDDR5
 • 💾 **Memory:** 32GB DDR4 RAM (expandable up to 64GB)
 • 💽 **Storage:** 1TB PCIe NVMe SSD (supports dual M.2 drives)
 • 🖥️ **Display:** 15.6” Full HD (1920 x 1080) IPS, anti-glare, 300 nits
 • 🔋 **Battery:** 4-cell, 80Wh Li-ion, up to 6 hours of usage
 • ⚖️ **Weight:** Approximately 1.7 kg (3.75 lbs)    

**🌟 Features:**
 • 🔄 **2-in-1 Convertible Design:** Flexible 360-degree hinge for laptop, tablet, tent, or stand modes
 • 🌐 **Connectivity:** Wi-Fi 6 (802.11ax), Bluetooth® 5.0
 • 🔌 **Ports:** 2 x USB-A 3.1 Gen 1, 2 x Thunderbolt™ 3 (USB-C), HDMI 2.0, SD card reader
 • 🔐 **Security:** Fingerprint reader, IR camera with ThinkShutter privacy cover
 • 🎧 **Audio:** Dolby Atmos® speaker system for immersive sound   

**🧠 Ideal Use Cases:**
 • 👨‍💼 **Professionals:** Robust performance for multitasking and demanding applications
 • 🎨 **Creatives:** Powerful GPU and high-quality display for design and editing tasks
 • 🎮 **Gamers:** Capable of handling modern games at medium to high settings
 • 🎓 **Students:** Lightweight and durable for on-the-go learning and projects
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",2144
nevacomputer,2025-06-04 06:06:15+00:00,"['HPEnvyx3601414es1013dxSleek2in1ConvertibleLaptopKeySpecificationsProcessorIntelCore5120U10cores', ',', '12threads', ',', 'upto5', '.', '0GHzMemory8GBDDR43200MHzonboardStorage1TBPCIeNVMeM', '.', '2SSDDisplay14FHD1920x1080IPSTouchscreen', ',', '300nits', ',', '62', '.', '5sRGBGraphicsIntelIrisXeIntegratedOSWindows11HomeBattery3cell', ',', '43WhLiionWeightApprox', '.', '1', '.', '52kg3', '.', '35lbsColorNaturalSilverAluminumTopFeatures2in1ConvertibleDesignUseaslaptop', ',', 'tablet', ',', 'tent', ',', 'orstandBacklitKeyboardComfortinalllightingFingerprintReaderFastsecureloginHPTrueVision5MPCameraClearvideocallswithnoisereductionPolyStudioAudioDualspeakerswithHPAudioBoostConnectivityWiFi6EBluetooth5', '.', '3Ports1xUSBC10Gbps', ',', 'DisplayPort', ',', 'PD', ',', 'SleepCharge2xUSBA5Gbps1xHDMI2', '.', '11xHeadphoneMicCombo1xMicroSDCardReader1xACSmartPinIdealUseCasesStudentsProfessionalsLight', ',', 'fast', ',', 'andidealformobility', ',', 'presentations', ',', 'andstudyContentCreatorsTouchscreenhingeperfectfordesign', ',', 'sketching', ',', 'andeditingEntertainmentEnjoyshows', ',', 'movies', ',', 'andmusicinFullHDwithrichsoundEverydayUseReliableforbrowsing', ',', 'emails', ',', 'documentsmultitasking', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333']","**HP Envy x360 14” (14-es1013dx) – Sleek 2-in-1 Convertible Laptop**

**🔧 Key Specifications:**
 • 🧠 **Processor:** Intel® Core™ 5-120U (10 cores, 12 threads, up to 5.0 GHz)
 • 🧵 **Memory:** 8GB DDR4-3200 MHz (onboard)
 • 💽 **Storage:** 1TB PCIe® NVMe™ M.2 SSD
 • 🖥️ **Display:** 14” FHD (1920x1080) IPS Touchscreen, 300 nits, 62.5% sRGB
 • 🎮 **Graphics:** Intel® Iris® Xe Integrated
 • 🪟 **OS:** Windows 11 Home
 • 🔋 **Battery:** 3-cell, 43 Wh Li-ion
 • ⚖️ **Weight:** Approx. 1.52 kg (3.35 lbs)
 • 🎨 **Color:** Natural Silver Aluminum

⸻

**🌟 Top Features:**
 • 🔄 **2-in-1 Convertible Design** – Use as laptop, tablet, tent, or stand
 • 🌙 **Backlit Keyboard** – Comfort in all lighting
 • 🔐 **Fingerprint Reader** – Fast & secure login
 • 📸 **HP True Vision 5MP Camera** – Clear video calls with noise reduction
 • 🔊 **Poly Studio Audio** – Dual speakers with HP Audio Boost
 • 🌐 **Connectivity:** Wi-Fi 6E & Bluetooth® 5.3
 • 🧩 **Ports:**
 • 🔌 1x USB-C (10Gbps, DisplayPort™, PD, Sleep & Charge)
 • 🧷 2x USB-A (5Gbps)
 • 📺 1x HDMI 2.1
 • 🎧 1x Headphone/Mic Combo
 • 💾 1x MicroSD Card Reader
 • 🔋 1x AC Smart Pin

⸻

**🧠 Ideal Use Cases:**
 • 🎓 **Students & Professionals:** Light, fast, and ideal for mobility, presentations, and study
 • 🧑‍🎨 **Content Creators:** Touchscreen & hinge perfect for design, sketching, and editing
 • 🎬 **Entertainment:** Enjoy shows, movies, and music in Full HD with rich sound
 • 🌐 **Everyday Use:** Reliable for browsing, emails, documents & multitasking

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1743
nevacomputer,2025-06-04 05:56:57+00:00,"['HPPavilionPlus16PremiumPowerinYourHands', '!', 'IntelCorei713thGenSuperchargedperformancei713700H14cores', ',', '20threads', ',', 'upto5', '.', '0GHz16GBRAMLagfreemultitasking1TBSSDFastbootstorage162KDisplay2560x1600Sharpvibrantvisuals100sRGB120HzIdealfordesigncreativework11', '.', '5hrsBatteryAlldayproductivity5MPIRCameraClearandsecurevideocallsBOTunedSpeakersImmersiveaudioexperienceWiFi6Thunderbolt4Fast', ',', 'modernconnectivityBacklitKeyboardComfortandstyle', ',', 'dayornightHowItHelpsYouTheHPPavilionPlus16isbuiltforpeoplewhodemandperformancewithstyle', '.', 'Itsnotjustalaptopitsatoolfordreamers', ',', 'doers', ',', 'andcreatorsForProfessionalsRunmultipleapps', ',', 'attendHDmeetings', ',', 'getthingsdonefastForStudentsResearch', ',', 'write', ',', 'createwatchlecturesonavibrantscreenForCreatorsEditvideos', ',', 'retouchphotos', ',', 'anddesignwithcoloraccuracyForDevelopersCodefaster', ',', 'testquicker', ',', 'andmultitasklikeaproForMovieBuffsEnjoyseriesmoviesincrystalclear2Kresolution', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333']","**✨ HP Pavilion Plus 16” – Premium Power in Your Hands! ✨**

🧠 **Intel® Core™ i7 13th Gen** Supercharged performance **i7-13700H (14 cores, 20 threads, up to 5.0 GHz)
**
📚 **16GB RAM** – Lag-free multitasking
🚀 **1TB SSD** – Fast boot & storage
🖼️ **16” 2K Display (2560 x 1600)** – Sharp & vibrant visuals
🎨 **100% sRGB | 120Hz** – Ideal for design & creative work
🔋 **11.5 hrs Battery** – All-day productivity
📸 **5MP IR Camera** – Clear and secure video calls
🔊 **B&O Tuned Speakers** – Immersive audio experience
🌐 **Wi-Fi 6 & Thunderbolt™ 4** – Fast, modern connectivity
⌨️ **Backlit Keyboard** – Comfort and style, day or night

**🧩 How It Helps You**

The **HP Pavilion Plus 16”** is built for people who **demand performance with style**. It’s not just a laptop—it’s a tool for **dreamers, doers, and creators**:

🧑‍💼 **For Professionals** – Run multiple apps, attend HD meetings, get things done fast
🎓 **For Students** – Research, write, create & watch lectures on a vibrant screen
🎥 **For Creators** – Edit videos, retouch photos, and design with color accuracy
💻 **For Developers** – Code faster, test quicker, and multitask like a pro
🎬 **For Movie Buffs** – Enjoy series & movies in crystal-clear 2K resolution

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333",1256
nevacomputer,2025-05-09 15:26:00+00:00,"['WORKSTATIONstudentoffereuropastandardDELLPRECISION15', '.', '6inchFHDCOREI79thgen32GB41TBSSD4GBNIVIDIAQUADROT1000GTX165011pro22H25hrplusPrice92000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333አድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","**#WORKSTATION****  **✔️**
****#student**** offer 
****#europa**** standard 🗯️**
🅑︎🅡︎🅐︎🅝︎🅓︎ :** DELL PRECISION **
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: **15.6 inch FHD**
✨🅒︎🅟︎🅤︎: **CORE I7 9th gen💪**  
✨🅡︎🅐︎🅜︎:32GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 1TB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T1000 (GTX 1650)
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 92000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2055
nevacomputer,2025-04-20 09:34:45+00:00,['ለመላዉየክርስትናእምነትተከታይበሙሉእንኳንለብርሃነትንሳኤዉበሰላምአደረሳችሁመጪዉዘመንየሰላምየአንድነትየመተሳሰብናየበረከትእንዲሆንልንእንመኛለን'],ለመላዉ የክርስትና እምነት ተከታይ በሙሉ እንኳንለብርሃነ ትንሳኤዉ በሰላም አደረሳችሁ::መጪዉ ዘመን የሰላም የአንድነት የመተሳሰብና  የበረከት እንዲሆንልን እንመኛለን::,3117
nevacomputer,2025-04-12 07:57:21+00:00,"['DONTMISSITHPENVYX36015', '.', '6FHDTHINBEZELCOREI712thgeneration16GB4512GBSSDraphicsIntelUHDwindow11pro8HRPrice95000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333አድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","DONT MISS IT**
**
🅑︎🅡︎🅐︎🅝︎🅓︎ :** HP ENVY X360 ❤️**
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: **15.6 FHD THIN BEZEL**
✨🅒︎🅟︎🅤︎: CORE I7 12th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR
Price  95000 birr 
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2701
nevacomputer,2025-04-12 07:54:44+00:00,"['VeryportableandcandomultitaskHPHPELITEBOOK13', '.', '3COREI710thgeneration16GB4512GBSSDraphicsinteluhdgraphicswindow11pro6HRplusnewPrice57000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉአድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","**Very portable and can do multi-task
**
**#HP**
🅑︎🅡︎🅐︎🅝︎🅓︎ :** HP **ELITEBOOK 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎:13.3”
✨🅒︎🅟︎🅤︎: CORE I7 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: intel uhd graphics 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR plus 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  new 
Price  57000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2646
nevacomputer,2025-04-12 07:52:36+00:00,"['NewArrivalsAndGenuine202414thGenerationintelCOREULTRA5HPENVY2024FeaturingtheLatestIntelCoreUltra5Processor155U12MCache', ',', 'upto4', '.', '80GHz12Coreand14CPUModelHpenvy16x360convertibleConditionBRANDNEWGRAPHICSIntegratedIntelArcGraphicsNPUIntegratedIntelAIBoost', ',', 'upto11TOPSScreen14inchx360convertibleTouchscreen34401440pixelsultrawideQHDStorage1TBSSDNVMeRAM8GBDDR56400MTsBatteryLife10hoursbatterylifeKeyFeaturesWiFi6E', ',', '802', '.', '11ax2x2BT5', '.', '3FHDFrontCamera1080pIRwithPrivacyShutterFaceidloginAudioPolyStudioWhiteBacklitKeyboardSlimLightweightdesignFullaluminumBodyPrice108000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333አድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","New Arrivals And Genuine 
2024 14th Generation 
intel CORE ULTRA 5
  
HP ENVY 2024

Featuring the Latest:
✨Intel® Core™ Ultra 5 Processor 
155U 12M Cache, up to 4.80 GHz
12 Core and 14 CPU

Model: 
Hp envy 16 x360 convertible
              
Condition: BRAND NEW

💎 GRAPHICS: 
Integrated Intel® Arc™ Graphics & NPU:Integrated Intel® AI Boost,up to 11 TOPS

🖥 Screen:14 inch x360 convertible 
Touch screen 3440 × 1440 pixels (ultrawide QHD)

📼 Storage: 1TB SSD NVMe®
⏳ RAM: 8GB DDR5 6400 MT/s
🔋 Battery Life: 10 hours+battery life

Key Features:  
⭐️ Wi-Fi® 6E, 802.11ax 2x2 + BT5.3
⭐️ FHD Front Camera 1080p 
+ IR with Privacy Shutter
⭐️Face id login
⭐️Audio:Poly Studio 
⭐️White Backlit Keyboard**  
⭐️ Slim & Lightweight design  
⭐️Full aluminum Body  

Price **108000** birr

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2169
nevacomputer,2025-04-12 07:48:13+00:00,"['WORKSTATIONstudentoffereuropastandardDELLPRECISION15', '.', '6inchFHDCOREI99thgen16GB4512GBSSD4GBNIVIDIAQUADROT2000GTX1650TI11pro22H25hrplusPrice89000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333አድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","**#WORKSTATION****  **✔️**
****#student**** offer 
****#europa**** standard 🗯️**
🅑︎🅡︎🅐︎🅝︎🅓︎ :** DELL PRECISION **
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: **15.6 inch FHD**
✨🅒︎🅟︎🅤︎: **CORE I9 9th gen💪**  
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T2000 (GTX 1650TI) 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5hr plus 
Price : 89000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",1663
nevacomputer,2025-04-12 07:46:04+00:00,"['DONTMISSITMSIMODERN14FHDTHINBEZELCOREI510thgeneration16GB4512GBSSDraphicsIntelUHDwindow11pro8HRopenboxPrice54000birr', '@', 'rasnevaለአጭርመልእክትይደዉሉ251912759900251920153333አድራሻመገናኛማራቶንየገበያማእከልበዋናውመግቢያመሬትላይወይንምግራውንድፍሎርብቅይበሉነቫኮምፒውተርመሆኑንያረጋግጡድህረገጻችንንይጎብኙwww', '.', 'nevacomputer', '.', 'comቴሌግራምቻናላችንንይቀላቀሉhttpst', '.', 'menevacomputer']","DONT MISS IT**
**
🅑︎🅡︎🅐︎🅝︎🅓︎ :** MSI MODERN ❤️**
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: **14” FHD THIN BEZEL**
✨🅒︎🅟︎🅤︎: CORE I5 10th generation 
✨🅡︎🅐︎🅜︎:16 GB 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎raphics: Intel UHD 
✨🅞︎🅢︎:window 11 pro 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 8HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box 
Price  54000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",1514
